Column1,Positive_Reviews,Negative_Reviews
2067,"room spaciou....bed good~~ Toilet clean, environment nice got WIFI ! Price affordable ! Beside MUAR city center. Coffee shop stair convenience take breakfast till supper. come stay next visit.",null
2068,"Stay December 14th night. check suprisingly fast sunday. given room second floor.The bug bear lift quickly forgotten large room given. Oh yes, hotel 5 mins walk Wetex parade shopping mall 2 cafÃÂ© beside hotel like old town coffee,Bathroom little slippery please put floor mat towel prevent failing down. Overall experience,Great",null
2069,"hotel clean, confortable quiet. rooms big modern bed good. coffee shop ground floor good eat, drink coffee. internet ok sometimes need ask reception reset router. Staff nice friendly helpful. recommend.",null
2070,"stayed one Friday. Basically nothing much vicinity, entire Muar. Room spacious compared hotels bigger cities. However, simple furniture still within expectation, expect RM100, right? Wifi connection acceptable. streets number eateries. one shopping mall nearby still looks new time pop in. general, worth money.",null
2071,"Relatively new hotel, near shopping mall, restaurants, cafÃÂ©s. spacious room, clean, basic amenities. problem hotel elevator..... bit difficult elderly.",null
2073,"hotel right top Oldtime Cafe. fact, another cafe right opposite it. rather convenient quick bites. Also, newly opened saloon opposite hotel, closes early... around 8pm. Muar river walking distant, famous Tam Chiak St. room ok, experience not. day there, water pump failed since 8pm, around 1am repaired. However, water muddy yellowish. one dared bathe. ok morning.",null
2074,stayed hotel way Singapore. close shopping centre 5 min walk riverside. Rooms spacious clean. One staff (i think owner) helped us take bus tickets JB. even drove us bus terminal car take us back hotel. Thank again.,null
2075,Stayed night hotel business trip. hotel nice furnishing modern deco. limited parking space. Nearby famous kopitiam building. price also afordable value money.,null
2076,""" else convenient, great value comfortable stay?"" times stayed there. latest Chinese New Year. location excellent move around - Wetex Shopping nice eateries short walk away. Old Town White Coffee downstairs lazly want quick bite. rooms spacious clean. space exercise. strong shower enjoyment budget hotel. Really great value budget hotel expect 5-star service young staffs there. become family members' 1 choice hotel whenever visit Muar!",null
2077,Modern concept hype. Staff new helpful. Shopping convenient short distance Wetex Mall. Eatery right around. Good travelers wish scout food. also night cruise Tanjung see fireflies.,null
2078,"Stayed recent CNY weekend. family ecstatic booked 2 rooms 2 nights. First impression was, limited carparks, Old Town stairs good addition much welcome grows late, parking grow scarce. Lets talk receptionist, poorly organized managed. paid full & goes, need collect RM100 deposit. enquired, whats deposit since paid full, ÃÂno answer givenÃÂ. online booking, remarks clearly stated, compulsory Queen bed secondary con joined rooms. there, NONE even fulfilled. Prior arriving, called enquire regards request. got ÃÂOK OKÃÂ, ya went there, ÃÂ donÃÂt knowÃÂ young child 2 single beds helping ensuring doesnÃÂt fall either side either parents. Thus adjusted bed prevent happening. instance told reception, need bed sheets changed. Moments later housekeeping lady came blankets. told politely, bed sheets. came back bed sheets time, change sheets myself. Yes read correctly, myself. housekeeping lady nerve tell ÃÂ Hey spoilt beds moving aroundÃÂ. told her, reception screw booking donÃÂt room wanted despite confirming request. sour face walked off. guess what, half family member fell sick due something air condition system. came bloody nose infection lungs. Totally wont back hotel again, ya name Elite good hotel nothing Elite it.",null
2079,"went family Chinese New Year.. booked 2 rooms given rooms different floors, due mistake front desk! front desk totally unorganized! passed remote controls room card DIFFERENT ROOM NUMBERS. climb & stairs rectify problem. asked hair-dryer, front desk personnel slowly scooted drawers check immediately said there's none left.. WITHOUT EVEN CHECKING!! next day, tap room, card function. go clear mess. personnel said, maybe card expired! booked 2 nights! expire check out!! & I've stayed 1 night!!! Utter rubbish!! Enough hopeless management.. rooms.. There's lift, so, climb stairs. Good luck fit! corridors rooms look inviting.. like entering dorm super long corridor. walls thin. So, get kid next door screams lot, say goodbye sleep.. aircond swing direct face. hotel would better, mind going again.. favorite Char Kway Teow next door. forget it.. I'll go CKT.. Never stepping hotel again..",null
2080,booked superior room (RM65) thru' internet requested room window given room 107 without window!!! lift elevator hotel. room given spacious writing table chair!!! Bed good pillow abit soft. Bathroom ok water system sucks!!! Shower gel shampoo provided toothbrush toothpaste!!! Electric kettle 2 glass cup tea coffee!!! Free Wi-Fi fast connection secure car park CCTV. convenient location. Located top Old Town White Coffee. also another coffee shop opposite called Sam Kee Cafe. Wetex Parade shopping mall nearby. else say? always plus minus points. Overall still satisfice lah.,null
2081,"inexpensive hotel friendly staff usual comforts. room (deluxe version) spacious sparsely furnished writing table chairs & (sacre bleur)...no refridgerator !! outdoor corridor dark & bare & elevator access upper floors. However, hotel centrally located.. & easy walk restaurants & Chinatown. Another bonus adjacent CCTV secure car park",null
2082,"location easy find. elevator lift hotel, elderly might wanna think twice wanna stay here. room window smell cigarette, apparently superior twin room smoking room. non-smoker, want want take note this. Though, housekeeping personal working best keep comfortable smell spraying put charcoal room. That's nice her. Air con, TV hot shower works fine me. lower floor, pipe bathroom could noisy people higher floor using bathroom. need hair dryer, ask reception. Shower gel shampoo provided toothbrush toothpaste. sound proof room good although door room thick, still could hear kids shouting level.",null
2084,"Overall comfortable stay, room without window pitch black dark. would've appreciated purple/black/grey decor natural light penetrated dark cell. Apart room huge, bed comfy, bathroom large good hot water system. supplied electric jug, tea coffee, silly. also free wi-fi fast connection. location 10 minute walk riverside & cool little pub/cafe couple doors hotel.",null
2085,"Nice new hotel, located top Old Town White Coffee. Fairly easy find. Friendly staff. Parking motorbikes right outside reception. negative room front hotel quite noisy customers leaving Old Town Coffee downstairs staff also noisy noise carried stairs. Nice big room though.",null
2086,"new budget hotel Muar. Two reasons choose hotel new right OldTown White Coffee. near city centre well. booked deluxe room cost RM90 nett per night given room 102 first floor facing main road. thought good idea get room facing road wrong noise cars morning unbearable. Overall, would say room design simple clean. probably new hope maintain well. Towel, shampoo complimentary bottles water provided. Car park located behind hotel dark since street lights area. choose park car beside OldTown much brighter.",null
2087,spacious room great value muar moment. found convenient place stay old town white coffee steps downstairs ur hungry lazy move around. clean big room lots space laze.,null
2088,"stayed double queen room. room quite big. sufficient space put 2 extra beds travel family. brand new hotel. Room beddings quite clean. Toilet big too. Suggest put shower screen block shower area bath water splash run place. price pay nothing much complain about. Counter staff friendly service smile. hotel mini bar. electrical kettle. Old town kopitiam downstairs. Opposite hotel another eaterie. According hotel staff famous coffee shop locals. tried hit disappointment. Tried claimed famous nasi lemak surprised charged RM2+ small pack rice chilly sambal only. anchovies slices cucumber egg all. Sambal sweet too. price paid, OldTown worthwhile.",null
2089,"partner always travel Muar business purposes went hotels. find commons hotels Muar rooms small standard shower facilities yet quite pricey. early last month, found Elite Hotel newly opened decided 'test' it. Check-in pretty smooth pleasant yet smiling staff - Fedah. first, trying find entrance see OldTown White Coffee Hotel entrance. first time going there, entrance located right side facing OldTown White Coffee. Check-in done, took card Room 111. One thing hotel lift. Thus, partner needs carry luggage stairs. One suggestion brighten stairway pretty dark. room located 1st floor easy find. like many hotels need go around like maze need find arrows room. Elite Hotel setup accessible... Long walkway room simply along walkway. never miss room. notice even number one side odd other. easy simple. surprise enter room, SPACIOUS price paid. think get another 2 friends stay too. Rooms facilities, pretty standard safe box mini bar. Toilet spacious too... one thing, given space, suggest Hotel shower screen covered area wet entire toilet every shower. =) Bed good cosy. Pillow abit soft... expect boutique hotel? complains good. Overall satisfactory! Location hotel great! Why? coffee shop opposite called Sam Kee, OldTown White Coffee hotel, Little Cafe drink chat night 50m away, 5mins walking distance WETEX shopping mall 10mins walking distance local famous delicacies. else ask for? hotel definite choice looking reasonable low price space. it!",null
2090,"pros: per title. view mosque bridge awesome cons: 1) check 3.00pm dot. early checkin even though Wednesday 2) 1 key room given used activate electricity. asked extra key, reception told us put cards still fail activate 3) room smell fresh, smelly cupboard. 4) towels smelly informed colleague, add extra need pay RM10.00. Tips. Bring towel. 5) Super tiny shampoo shower gel bottles. enough two. Tips. Bring toiletries. 6) air-cond cold even lowest temp. either need wear double switch off. 7) Order food room. dirty plate still room next day done house keeping came back evening. put plates outside door plate still next day check out! Amazing.. 8) room come breakfast pay RM30 worth it. 8) quite big hotel planning bring family mindful, swimming pool activities either except get hotel. bad location place potential services may deter guest coming again.",null
2091,"Felda Residence Hotel one tall buildings Kuala Terengganu (KT) located next KT waterfront. Location quite ok little bit town area need transports explore town Hotel seen better days. expect smelly carpets, thin linens, clogged sinks, aircond really cold, awkwards positioning electrical & bathtoom appliances more. still ok stay considering little decent hotel KT, lower expectation",null
2094,"Stayed 1 night short trip. Hotel centrally located, close cityÃÂs major attractions. Room clean comfortable. Water pressure superb. Staffs friendly. Highly recommended.",null
2096,"expect room high quality affordable rate room fee. room clean, beautiful, well furnished comfortable. washroom clean nice. Even though got room city view, still could see glimpse deep blue ocean horizon. location good since middle KT CBD near Pasar Payang Seberang Takir. transparent elevator amazing river view bonus, stay weather hot nice, river appeared blue colour.",null
2098,- 1st hotel Private hotel parking provided. Park risk. - 2nd close Terengganu Waterfront. also restaurant food court nearby. - 3rd Cheap affordable price simple furnishings bed still comfortable stay in. -4th bring kids recommended behave lobby area room. noisy area. yes room also privacy chat room. Every laughing yelling else clearly hear outside. LOL -5th located near many attraction place. Examples : Pasar Payang (cloth souvenir) / Bukit Panorama (a private restaurant nice view night. place u Must go) / Kuala Terengganu Waterfront (just walkin distance) / China Town Kuala Terengganu.,null
2099,"Stayed night. much say hotel. Spacious rooms, ample parking space, nearby watet cafe back hotel. Nearby Town.. . Room could better. ok short trip. try place nxt time.",null
2100,"room toilet clean. take room view, need add RM 20 per night room. bring toddler, please beware window, open, safety, call room service, come drill window you. toddler hyperactive boy, keeps touching window, safety, please inform room service. that, everything perfect. Info: request late check-out 7 pm, ask add RM 100. try restaurant hotel, name 'D'Muara Restaurant', food delicious'. dinner every day near hotel food damn good.",null
2101,"Wi-Fi room thus Definitely stay travelling work. breakfast acceptable wide range choices available. Location wise OK within short walking distance Chinatown. Quite disappointed tea making facilities room thus go buy drinking water last stay. restaurant hotel since tall building, noisy even though room facing city view.",null
2104,"perhaps unfortunate day checked-in, hotel suffered burst pipe lost water supply significant number floors. Kudos management responded sending 2 buckets water room required/requested it. Otherwise, facilities remained unaffected. restaurant provides local food breakfast, grand view river surrounding countryside. rooms decent comfortable, corridor persistent musty odour. swimming pool, hotel walking distance Kuala TerengganuÃÂs Chinatown, varied ships restaurants, colourful alleyways - one dedicated entirely preservation turtles. Overall hotel adequate basic needs, donÃÂt expect anything fantastic.",null
2105,"Booked last minute third party website, received good deal felt really worth it. Cleanliness superb, room spacious, staffs friendly. would love come we're Kuala Terengganu again.",null
2106,"spent 3 4 nights Felda Residence (on two occasions) overall happy stay. Location riverside, slightly outside center, close enough (approximately 5-10 minutes) walk shops, exchange places, Chinatown (if backpack, walk jetty Redang, 20 minutes). Waterfront restaurant-complex 5 minutes away. Free luggage storage service. Friendly staff. Open-air restaurant ground floor, tasty dishes excellent prices. Overall, noisy guests. Smoking rooms available upon request. Room quite spacious, sufficient storage space, equipped fridge, coffee/tea making facility, ironing board hair dryer. Room somewhat outdated clean Hot water worked turned switch, water pressure acceptable. Shampoo shower gel provided. Negative: one point, thought lost handbag/ forgotten taxi. rushed reception informed receptionist, asking contacted lost bag, shrugged shoulders continued talking another guest. also never asked happened. Breakfast ok, choices. However, dishes signed ingredients (problematic vegans, vegetarians, allergic individuals). Also, cook egg station appeared overwhelmed unable understand requested omelet well-done (instead, served runny). Ceiling bathroom one room leaked turned switch warm water. second room, several burns iron carpet (of course, given ironing board available room, one cannot help wonder guests whoÃÂd iron clothes floor destroy carpet several occasions!). Still, 35 something Euro/night, including breakfast, would recommend.",null
2109,"hotel would look good 90s now. appearance, seems like management budget catch time. Still using bulky TV set smelly carpet covering whole room. Lets look positive side, least good talking passenger lifts available, cheap caffee serving chef quality food location near town. u low budget, please choose stay.",null
2110,"Stayed 2 nights April 2018 premier room riverfront view. Great location; taxi drivers knew was, easy, 10mins walk Kampung Cina, lots tasty local food. staff helpful room reasonably clean (linens definitely clean, much appreciated). wifi improved, we're able surf even rooms furthest lift lobby. But, hotel desperately needs renovation. example: room carpet clean (especially walk around barefoot), fittings need replacing, chairs room stained put towel sitting down, maintenance door right outside room literally falling apart. honest, many good hotels KT, we'll back - we've staying annually since opened, sad see become run years.",null
2111,run old hotel could amazing considering itÃÂs original state. 17 storeys middle nowhere waterfront location. Everything worked terms Ac hot water room know always case travel mates rooms. Use stopover Redang canÃÂt make ferry day.,null
2112,"went Terengganu seafood short holiday! good hotel rest weekend. selection food bad. good choice menu hotel offered! plus point hotel, nearby closest town KT",null
2113,"booked hotel one night stop Kuala Terengganu mistake was! hotel staffs nice helpful experience getting worse there. First, elevator working sporadically-it could close door anytime stop wanted! wifi room working all! date age, imagine even wifi working even though claim wifi room made booking agoda.com. comes shower, hot water all! find misleading frustrating put nice pics agoda nothing came even closed it! Room old tv used old tv left 90's! mention much breakfast either!",null
2114,travelled day decided stay Felda easy find. expect much however expect something run down. room mould walls lamp fittings big concern us both. One lift work.,null
2115,"Great position excellent staff condition, especially hallways bad state repair. saying everything clean. breakfast much western food expected good asian food. Note, pool garden area, also photos used websites show suites, often see priced, smaller rooms",null
2116,"booked premier deluxe room facing river, online. price reasonable view excellent. staffs friendly accommodating needs. facilities room good. unpleasant experience first room received. next day complained, staffs immediately attended complaint changed different better room. kind friendly. enjoyed stay there. breakfast, much variety food. delay re-filling food, finished fast.",null
2117,"Stayed 1st time. Managed get great rate online booking. Requested got, high floor non-smoking room. Friendly receptionist staff. Able provide answers questions asked. Feeling welcomed. Excellent view river, surrounding area. Able see Pulau Wan Man Pulau Duyong. Excellent sunset view too. Strategic location city centre. manage explore water front doorstep. Maybe next time.",null
2118,"hotel located nearby Pasar Payang, rKT riverside & chinatown. parking space quite big. Room spacious service value money. buffet breakfast good iffering cheap buffet dinner weekend!",null
2119,"frank, really many good hotels choose one Kuala Terengganu. always problem attend business meetings city. frequented Felda Residence couple times before, feel far stay purpose taking rest hard day's work, okay. One thing worth mentioning though view. go riverview room request higher floor, view really amazing. restaurant 17th floor go breakfast also amazing view river. far breakfast goes, food served traditionally Terengganu's okay me. pool bring kids, tv channels quite limited. Location-wise, one better transport even though hotel located town area, bit town centre. would definitely come back business purpose transit point islands Terengganu.",null
2120,food Ramadhan Buffet delicious tasty suitable Asian Local food. food well prepared many variety choose. Suitable bring family amd business purpose suit level kids senior citizen. Wellcome people coming place.,null
2121,"Welcomed unpleasant smell, wet-carpet alike smells, tobacco smell? saw no-smoking zone, smell obvious unpleasant. That's ruining entire experience hotel. put air freshener service carpets! Outdated CRT TV, run-down toilet, toilet ventilation seems working I'm suffocating inside finishing hot shower. hand, water pressure temperature good, would great upgrade rain shower head type. Typical towel provided, thin & fluffy, can't expect much 5 star hotel, find cheaper boutique hotel providing better towel & toiletries. finishing breakfast next day level 17th, 2 main elevators working we're forced use fireman's elevator waiting time quite consuming shortening nap's moment checking hotel 1200. Breakfast choices limited choices, acceptable. put effort decoration view floor quite nice especially window side. Checkout experience smooth, returning room's key. one key provided official receipt given, believe available upon request.",null
2122,"Dari luar hotel nmpak kecil tapi bilik sangat ok.bersih,kemas n great facilities. Good food breakfast.however wifi wasnt good.other everythg fine.worth staying n consider come again.",null
2123,"Felda Residence Kuala TerengganuSituated along Jalan Hiliran, Felda Residence Kuala Terengganu offers comfortable accommodation within 15-minute drive Sultan Mahmud Airport. operates 24-hour front desk provides free Wi-Fi access hotel rooms. Fitted carpet flooring, elegantly furnished rooms come air conditioning, desk, electric kettle TV satellite channels. Rooms include en suite bathroom equipped shower facility. Hairdryer ironing facilities available request. Friendly staff Felda Residence Kuala Terengganu assist guests luggage storage. Free parking space provided nearby guests drive, meeting/banqueting facilities arranged upon request. Felda Residence Kuala Terengganu 15-minute walk Pasar Besar Kedai Payang. bus terminal 10-minute drive away.",null
2124,"like room book riverside view. Comfortable room, quick check out. Clean room supplemented toileteries, mineral drink tea. Definitely stay visit terengganu. Room large enough toddler run around.",null
2125,"much expectation hotel turned decent one. quite old hotel still much acceptable overall. Minus points, wifi refrigerator work well think that's it. manage try cafe room inclusive breakfast. management still improve maintain hotel potential become top hotel least KT especially ocean view.",null
2128,"Travelling big families thank arranging rooms close others even though floor (3 rooms floor) Friendly bellman accommodating reception staff Big room beautiful river view old style AC system small bathroom Good selection breakfast (mostly local delight) thank allowing enjoy breakfast time pack breakfast meal sick son hospital near city, seafood restaurant, Pasar Kepayang, china town, etc.. Overall happy staff Felda Residence come back!",null
2129,"There's much it. felt like motel hotel. Despite good location, close tourist heart city - boardwalk Chinatown - property little going it. Despite hardly using televisions traveling, always hear alarm bells enter room see cathode ray tube television set. mean even get today? would able repair one? seems like cheapest obvious across board upgrade, done assume management checked running caring place. One saving grace - relatively big, slowly dilapidating, playground edge properry. popular kids couple hours checkin dinner/sleep. Amen!",null
2130,"Stay 7th March 2017 2 night , 1st give try stay hotel , Overall bad also get good rate Agoda , Location good 3 mints walking China Town . room design bit old , love shower , water pressure strong , one thing improve , stay 11th floor , walk way corridor dirty , seem like never vacuum .",null
2131,"Stayed 2 nights. Beds comfy room pretty decent bathroom, clean towels water heater. Check-in check-out smooth. Location wise, really near Pasar Payang, walking distance Chinatown many seafood / food choices downstairs. Good stay!",null
2132,"Felda Residence best location kualaTterangganu ,room n food good. best view facing Trengganu river. D' muara best place taste local food.wailking distance pasar payang,china town shops. pasar payang find batek product local people, penyu egg, cooper n silver product hand made.",null
2133,"nice stay hotel. convenience location, 5 minutes walking distance china street water front. room waa clean tidy. room frizing cool although turn cooling system. room rate got Agoda RM 130 per night, without breakfast. entered, realized offer RM120 included breakfast early bird. So, interested, remember call ask promotion price booking.",null
2134,"Felda residence, sounds good name. Quite good location. next Sungai Terengganu food place also nearby. dont get river view, city view bad too. However window secured thus opened eventhough opening quite small, still safe especially kids open window. tv old box type flat screen should. tv channels many oklah... breakfast oklah too...the coffee house quite small, peak time place crowded too. Food choice bad varies future.",null
2135,good: - Quiet nice arrangements rooms. - Nice view higher levels. - Nice location nearby river easy find. - Free parking lots front Hotel. better: - Staff nice bit impersonal. - interior room bit older price ok. - must former smoking Hotel. smell old smoke rooms turn aircon on.,null
2136,"clean room, good amenities provide hair dryer, iron/board... best service cleaning staff...fast tidy friendly well grooming... best location near city.. nice vice window...",null
2137,"Stayed 2 nights wedding nearby & satisfied hotel facilities. Located city centre, walking distance places interests (Pasar Payang, Kampung Cina, restaurants/cafes etc) 5-10 minutes so. Bookings made advance 40 pax trip (it family wedding trip) & process went smoothly, staff cooperated well. Parking spaces also ample. Room wise - clean, spacious (for standard/deluxe/executive room). Remember get river view room, view awesome! (overlooking beautiful city KT & Terengganu river). Breakfast spread good, plenty choices well. However, gym/swimming pool hotel.",null
2138,"week. location strategic, beside waterfront.its take 10 min walk famous pasar payang, less 5 minutes mural sightseeing kampung china less minute kuala terengganu waterfront. food stalls around however close early city seems quite night around hotel. ask seaview room. however city view room wasnt bad either. u watch beautiful sunrise leisure ur bed.",null
2139,good clean basic 3star hotel..friendly staff n fast check n check out...free parking n situated next river.Postcard view n scenic.Free breakfast n good enough start day.Clean rooms amenities.Within 5 minutes main attractions...Pasar Payang ur local goodies.Get upper floors get good view.No regrets.,null
2140,"stayed pit stop making way Redang island. Check smooth. Rooms bathroom average size, clean could use TLC. bit paint would help. Go river view room. given corner room, windows 2 walls fantastic. king size beds. Quuen largest. Breakfast good, decent spread thiugh Terengganu, hoping nasi dagang. Maybe different day. Would stay again. Good location, decent room value money. Note: charge use baby cot (which one of) Cot base thin layer foam ""mattress"". plywood underneath??I fold duvet queen bed 4 infant could get decent sleep. Management, pease look this.",null
2141,"stayed meetings nearby. kinda weird go level 1 check in. Nevertheless, check process smooth, free parking nearby, elevators pretty small. managed get riverview perfect. room decent complete. breakfast surprisingly delicious. staff friendly helpful. also nearby foodcourt river need grab something quick.",null
2142,"Pros 1. good location nearby shahbandar jetty pasar payang (still need grab cab, quite distant foot). 2. number food stalls restaurants around hotel. 3. scenic view riverbank city centre. 4. friendly staff. receptionist lady bell boys greeted us warm smile extreamly helpful. 5. Comfortable bed, clean room, complete amenities. 6. Delicious room dining. food really good reasonable price. Cons 1. carpet felt dirty. Bring room slipper. 2. air conditioner bit noisy cold despite set highest temperature. 3. Door lock looks insecure. 4. Low water preassure. Overall, average stay couple nights, value money.",null
2143,"room spacious enough me, wife baby. river view beautiful see Taman Tamadun Islam Masjid Crystal window. Easy parking space many places eat. walking distance Chinatown, waterfront driving 5 minutes away Pasar Payang.",null
2144,"stayed room 1307 3rd August. reached lobby, bellboy went pick bags taxi. prompt quick. lobby reception located 2nd floor hotel overlooking waterfront itself. Crystal mosque seen room. front office agent friendly lady helped us book taxi Shahbandar jetty. Overall room extremely clean especially bathroom. However, water pressure low toilet need flushed repeatedly going No. 2 business. consolidated number ""0"" calling room services. However called twice one picks call disappointment me.",null
2145,"two nights getting ferry Redang island dated average decor job. rooms seem building people also live long-term, slightly odd atmosphere. Room small, bathroom needed lick paint touching-up overall good value money. ChinaTown lovely street art three minute walk away, jetty ferry Redang ten minutes away.",null
2146,"Stayed one night here. rooms fairly clean. carpets seem bit old/ dusty could use change. Loved fact hotel property overlooks lovely river. Compared hotel options city offer, would stay again.",null
2147,rooms allocated us good view. good accessibility. friendly staff. smooth check process. good local food breakfast. booking made booking.com inclusive breakfast. alert make reservation.cleanliness room good. come back hotel another trip.,null
2148,rate hotels comparing men. would say hotel way past midlife crisis. trying catch newer hotels many slipped grasp many ways. greated strong carpet smell. Old carpet flooring culprit. would say toilet decent put effort it. like left window open first walk room. 13 floors nice smell outside wind. expect cathode-ray TV. Hahaha think millennials imagine looks like. Expect slow snailing WiFi. expect walking room search switches lamps wanna sleep dark.,null
2150,"Stayed hotel walking distance Chinatown. Aircond cold, changed another room still same. old room clean. Food so. view good would stay hotel again.",null
2151,"Stayed hotel night. Pros:- - Location good, Kuala Terengganu town Pasar Payang - various restaurants area within walking distance Cons:- - Receptionist friendly. forced work. - Rooms outdated requires refurbishment - water toilet. water pressure low. suppose everyone bath time. wait 'peak' hour water back.",null
2152,"location hotel good, walking distance china town, room really dirty, especially bed, book normal deluxe room extra bed, 2 3 beds dirty, newly set folding bed blood stain bed sheet, one others bed lot hair duvet even shoes print!",null
2153,"One tallest building Kuala Terenganu (There 4 total!). Opened 2009. Facilities ok. gym pool. Great sleepover. Aircon cold room. Breakfast 17th floor cafe. Great view river. spot Kristal Mosque there. spot lot things :) Service good. Shortage towels extra beds. Otherwise, so-so. Clean hotel. Request room river view possible.",null
2154,Stayed times due location. Rooms generally clean. Choose room facing river - view amazing. Average food. Problem security anyone use lift (located ground floor) reach guest rooms. Limited parking space.,null
2156,"stayed Felda Residence one night last week. stayed stopover going Redang Island. location strategic, sitting riverbank, provide great view, close Chinesetown, find various food stall cafe. Room ok, old clean enough. problem faced service front staff. Since I'm travelling two kids, I've requested strongly non-smoking room. booked room via Agoda, request clearly stated booking confirmation. arrived, check-in process quick, front staff gave card key room 13th floor. want re-confirm request non-smoking room, asked staff whether room gave non-smoking room. quickly replied 'yes'. soon entered room, smell scent smoke, found ashtray. clearly non-smoking room! phoned front staff, told objection. quickly said go back swap another room. end, got real non-smoking room 8th floor. process quick, means room available first time arrived Felda. truly regret something like this. tell truth try confirm whether first room gave non-smoking room not? noticed request, least give honest answer. Please improve service staff.",null
2157,"Stayed night way Kota Bharu Kelantan. Fast service check-in check-out. Spacious clean bedroom nice scenery windows facing river view tv set outdated. Breakfast delicious varieties local food. nasi lemak (coconut milk rice), mee goreng mamak (fried mee), mee soup name choices. Spacious car park. 10 minutes walk China town, waterfront centre , shopping mall food & fruits stall. Recommended.",null
2158,"Stayed 1 night due business trip. Checked-in late evening around 7pm, receptionist friendly & helpful though. stayed superior/standard room, bed fine. TV limited local channels. Location wise good walking distance shops area & u find restaurants like KFC & Pizza Hut. reach Chinatown. Wifi available lobby floor.",null
2159,"Stayed recently, room facing river. son enjoys watching boats go by. Location-wise close Pasar Payang, Kg. Cina, Waterfront. Also, nearby playground (with giant bubble late afternoon) keep kids preoccupied. service quick; concerned easy window could open (the latch somewhat broken 8th floor!), maintenance man helped mend shut. Room service also OK. downside though hotel limited parking, wifi, swimming pool spa. looking type holiday, might want look hotel.",null
2160,given room probably occupied recently keropok lovers. Apparently room super smelly keropok odors dead fish. Location wise superb nearby chinatown pasar payang. Price okay too.,null
2161,"hotel good location, easy walk China town jetty 5 min taxi ride away. hotel main coffee house/breakfast place well presented good selection food. rooms lack presentation love. iron burns carpet, cracks bathroom tiles, tv work well generally need painting. staff helpful polite asked move rooms first one acceptable even nothing special place. Fine night.",null
2162,"stayed recently, room good (Have add $$ additional bed). Enjoy room promotion Bulan Ramadan, well dinner. Service really good, ensuring pleasant stay. would back hotel going KT",null
2163,"nice view, less food choices sahur bread, rice gulai daging , porriage, coffe tea orange simple ,big room nice, many parking space, lobby located level 2 facing pulau duyong ang sea view",null
2164,"dive trip perhentian besar, come back mainland kuala terengganu, stay hotel 3 night 2 days, comfortable, city centered nice view . price also affordable. food good, staff friendly. improveyour wifi services.",null
2165,"PRO Nice hotel, variety breakfast choice, room quiet big single traveler, iron n iron board room, fast check (maybe coz low season), try ask river view room, CON wifi signal good, possible ask room near lift, u get strong wifi signal, limited TV channel, room price VS quality = average",null
2166,"Went holiday family. hotel clean nice. required facilities except wifi. Great location Cina Street, Pasar Payang Waterfront. 5 minutes. Housekeeping efficient beds comfortable. Breakfast simple nice although 2nd day breakfast finished huge crowd. 3rd day f&b managed well compared many 4 5 star hotels. Bathroom bit rusty clean modern design. Overall would definately come again.",null
2167,Nice hotel.. like it.. come again.. wifi hotel.. ??.. nice view.. nice food.. nice service.. price affordable.. comfortable.. serai lounge little bit small.. comfortable.. guest parking limited Good location shopping,null
2168,1 night stay Felda Residence family. Lobby located Level 2 + friendly staff welcome us. overall value money. River view best! :) think guest parking limited. could provide parking much better. come next time :),null
2170,"cheaper book room Agoda Booking.com instead directly liaise hotel itself. room spacious. water pressure (rest room) good. However, need improve breakfast spread.",null
2172,great stay. accommodations well prepared good condition. would love come next time. staff helping. meal breakfast much satisfied breakfast. wish Felda Residence basement parking instead open parking.,null
2173,"hotel location good. Sitting right banks Terengganu River, guests view afternoon sunset river sea background. PArking abundant either hotel side gated parking area across road. Breakfast provided quite delicious well although choices quite limited one bothered condition hotel. building rather quite new. However, management failed maintain properly. 1. Moulds, mildew falling ceiling bathroom (perhaps due moisture shower leakages bathroom above) 2. Aircond functioning properly (full blast efficient enough cool room. Also, signs water damage near ceiling air cond is. Probably due water condensation air cond itself) 3. Found toys bed (shows housekeeping clean room properly) 4. TV good (they provide old small CRT TV. Furthermore, reception TV good channels distortions) 5. Signs damages furniture problems listed, believe fair hotel charge RM230 per room per night. response might ""why complain problems stay?"" answer would ""why I? service excellent, expecting complaints. problem first place complaint""",null
2174,"like things 80's 90's, hotel suitable you. Looks like family run hotel everything seems back time : reception desk, room, lift breakfast area. brought back memories childhood days stay hotels. Unless looking nostalgic feel, would advised stay elsewhere.",null
2175,"low price expecting much. 1st room 116 upon entering found flooded aircon drain. assigned 216 exactly room layout flooded. rooms supposed Delux, look advertised photos, look OK. fooled like myself. Deluxe Rooms nothing like deing advertised. Small Room, tired, smells musty, shower floods entire bathroom window. Please fooled like believe advertised - simply true reflection.",null
2177,"check -in regular un eventful, informed getting room. made booking booking.com however th room 208 walked check- nothing like visual saw online booked room. image online bright carpeted room large window, queen sized bed white clean linen. Room 208 dark, windows, phone work big patch mold bathroom ceiling. go back front desk phone working could call down. front desk, explained room booked window, need window. apology trying put us room windows. front desk lady explained room still available window 2 beds one bed booked. choice, accepted room 2 beds. pass check time, much rooms offer. happy able get new room available. Room 103, better window, carpet, room one 2 connection rooms, bathroom clear mold ceiling good phone works bidet toilet rain shower too. watched CNA news afternoon returned room 10pm, sound cna channel. called told channel issue, explained must another channel English CNA. told engineering gone back day back morning. insisted lady informed someone come 11pm help, said okay. gentleman came 11pm, helpful, tuned channel 5, could watch explained cna working channel issue. best service provided us visit.",null
